datetime_UTC,water_level_filtered
2022-01-02 02:45:00,0.7504
2022-01-02 03:00:00,1.0754
2022-01-02 03:15:00,1.3229
2022-01-02 03:30:00,1.5704
2022-01-02 03:45:00,1.8179
2022-01-02 04:00:00,2.0654
2022-01-02 04:15:00,2.1954
2022-01-02 04:30:00,2.3254
2022-01-02 04:45:00,2.4554
2022-01-02 05:00:00,2.5854
2022-01-02 05:15:00,2.5954
2022-01-02 05:30:00,2.6054
2022-01-02 05:45:00,2.6154
2022-01-02 06:00:00,2.6254
2022-01-02 06:15:00,2.5354
2022-01-02 06:30:00,2.4454
2022-01-02 06:45:00,2.3554
2022-01-02 07:00:00,2.2654
2022-01-02 07:15:00,2.1004
2022-01-02 07:30:00,1.9354
2022-01-02 07:45:00,1.7704
2022-01-02 08:00:00,1.6054
2022-01-02 08:15:00,1.3829
2022-01-02 08:30:00,1.1604
2022-01-02 08:45:00,0.9379
2022-01-02 09:00:00,0.7154
2022-01-02 09:15:00,0.4604
2022-01-02 09:30:00,0.2054
2022-01-02 09:45:00,-0.0496
2022-01-02 10:00:00,-0.3046
2022-01-02 10:15:00,-0.5121
2022-01-02 10:30:00,-0.7196
2022-01-02 10:45:00,-0.9271
2022-01-02 11:00:00,-1.1346
2022-01-02 11:15:00,-1.2296
2022-01-02 11:30:00,-1.3246
2022-01-02 11:45:00,-1.4196
2022-01-02 12:00:00,-1.5146
2022-01-02 12:15:00,-1.5071
2022-01-02 12:30:00,-1.4996
2022-01-02 12:45:00,-1.4921
2022-01-02 13:00:00,-1.4846
2022-01-02 13:15:00,-1.3521
2022-01-02 13:30:00,-1.2196
2022-01-02 13:45:00,-1.0871
2022-01-02 14:00:00,-0.9546
2022-01-02 14:15:00,-0.6671
2022-01-02 14:30:00,-0.3796
2022-01-02 14:45:00,-0.0921
2022-01-02 15:00:00,0.1954
2022-01-02 15:15:00,0.5179
2022-01-02 15:30:00,0.8404
2022-01-02 15:45:00,1.1629
2022-01-02 16:00:00,1.4854
2022-01-02 16:15:00,1.6929
2022-01-02 16:30:00,1.9004
2022-01-02 16:45:00,2.1079
2022-01-02 17:00:00,2.3154
2022-01-02 17:15:00,2.3679
2022-01-02 17:30:00,2.4204
2022-01-02 17:45:00,2.4729
2022-01-02 18:00:00,2.5254
2022-01-02 18:15:00,2.4529
2022-01-02 18:30:00,2.3804
2022-01-02 18:45:00,2.3079
2022-01-02 19:00:00,2.2354
2022-01-02 19:15:00,2.0779
2022-01-02 19:30:00,1.9204
2022-01-02 19:45:00,1.7629
2022-01-02 20:00:00,1.6054
2022-01-02 20:15:00,1.3854
2022-01-02 20:30:00,1.1654
2022-01-02 20:45:00,0.9454
2022-01-02 21:00:00,0.7254
2022-01-02 21:15:00,0.4804
2022-01-02 21:30:00,0.2354
2022-01-02 21:45:00,-0.0096
2022-01-02 22:00:00,-0.2546
2022-01-02 22:15:00,-0.4646
2022-01-02 22:30:00,-0.6746
2022-01-02 22:45:00,-0.8846
2022-01-02 23:00:00,-1.0946
2022-01-02 23:15:00,-1.2321
2022-01-02 23:30:00,-1.3696
2022-01-02 23:45:00,-1.5071
2022-01-03 00:00:00,-1.6446
2022-01-03 00:15:00,-1.6921
2022-01-03 00:30:00,-1.7396
2022-01-03 00:45:00,-1.7871
2022-01-03 01:00:00,-1.8346
2022-01-03 01:15:00,-1.7846
2022-01-03 01:30:00,-1.7346
2022-01-03 01:45:00,-1.6846
2022-01-03 02:00:00,-1.6346
2022-01-03 02:15:00,-1.4271
2022-01-03 02:30:00,-1.2196
2022-01-03 02:45:00,-1.0121
2022-01-03 03:00:00,-0.8046
2022-01-03 03:15:00,-0.4646
2022-01-03 03:30:00,-0.1246
2022-01-03 03:45:00,0.2154
2022-01-03 04:00:00,0.5554
2022-01-03 04:15:00,0.8454
2022-01-03 04:30:00,1.1354
2022-01-03 04:45:00,1.4254
2022-01-03 05:00:00,1.7154
2022-01-03 05:15:00,1.8454
2022-01-03 05:30:00,1.9754
2022-01-03 05:45:00,2.1054
2022-01-03 06:00:00,2.2354
2022-01-03 06:15:00,2.2304
2022-01-03 06:30:00,2.2254
2022-01-03 06:45:00,2.2204
2022-01-03 07:00:00,2.2154
2022-01-03 07:15:00,2.1029
2022-01-03 07:30:00,1.9904
2022-01-03 07:45:00,1.8779
2022-01-03 08:00:00,1.7654
2022-01-03 08:15:00,1.5679
2022-01-03 08:30:00,1.3704
2022-01-03 08:45:00,1.1729
2022-01-03 09:00:00,0.9754
2022-01-03 09:15:00,0.7304
2022-01-03 09:30:00,0.4854
2022-01-03 09:45:00,0.2404
2022-01-03 10:00:00,-0.0046
2022-01-03 10:15:00,-0.2446
2022-01-03 10:30:00,-0.4846
2022-01-03 10:45:00,-0.7246
2022-01-03 11:00:00,-0.9646
2022-01-03 11:15:00,-1.1421
2022-01-03 11:30:00,-1.3196
2022-01-03 11:45:00,-1.4971
2022-01-03 12:00:00,-1.6746
2022-01-03 12:15:00,-1.7546
2022-01-03 12:30:00,-1.8346
2022-01-03 12:45:00,-1.9146
2022-01-03 13:00:00,-1.9946
2022-01-03 13:15:00,-1.9571
2022-01-03 13:30:00,-1.9196
2022-01-03 13:45:00,-1.8821
2022-01-03 14:00:00,-1.8446
2022-01-03 14:15:00,-1.6246
2022-01-03 14:30:00,-1.4046
2022-01-03 14:45:00,-1.1846
2022-01-03 15:00:00,-0.9646
2022-01-03 15:15:00,-0.5971
2022-01-03 15:30:00,-0.2296
2022-01-03 15:45:00,0.1379
2022-01-03 16:00:00,0.5054
2022-01-03 16:15:00,0.8279
2022-01-03 16:30:00,1.1504
2022-01-03 16:45:00,1.4729
2022-01-03 17:00:00,1.7954
2022-01-03 17:15:00,1.9804
2022-01-03 17:30:00,2.1654
2022-01-03 17:45:00,2.3504
2022-01-03 18:00:00,2.5354
2022-01-03 18:15:00,2.5679
2022-01-03 18:30:00,2.6004
2022-01-03 18:45:00,2.6329
2022-01-03 19:00:00,2.6654
2022-01-03 19:15:00,2.5804
2022-01-03 19:30:00,2.4954
2022-01-03 19:45:00,2.4104
2022-01-03 20:00:00,2.3254
2022-01-03 20:15:00,2.1604
2022-01-03 20:30:00,1.9954
2022-01-03 20:45:00,1.8304
2022-01-03 21:00:00,1.6654
2022-01-03 21:15:00,1.4404
2022-01-03 21:30:00,1.2154
2022-01-03 21:45:00,0.9904
2022-01-03 22:00:00,0.7654
2022-01-03 22:15:00,0.5104
2022-01-03 22:30:00,0.2554
2022-01-03 22:45:00,0.0004
2022-01-03 23:00:00,-0.2546
2022-01-03 23:15:00,-0.4821
2022-01-03 23:30:00,-0.7096
2022-01-03 23:45:00,-0.9371
2022-01-04 00:00:00,-1.1646
2022-01-04 00:15:00,-1.2946
2022-01-04 00:30:00,-1.4246
2022-01-04 00:45:00,-1.5546
2022-01-04 01:00:00,-1.6846
2022-01-04 01:15:00,-1.7071
2022-01-04 01:30:00,-1.7296
2022-01-04 01:45:00,-1.7521
2022-01-04 02:00:00,-1.7746
2022-01-04 02:15:00,-1.6746
2022-01-04 02:30:00,-1.5746
2022-01-04 02:45:00,-1.4746
2022-01-04 03:00:00,-1.3746
2022-01-04 03:15:00,-1.1021
2022-01-04 03:30:00,-0.8296
2022-01-04 03:45:00,-0.5571
2022-01-04 04:00:00,-0.2846
2022-01-04 04:15:00,0.0879
2022-01-04 04:30:00,0.4604
2022-01-04 04:45:00,0.8329
2022-01-04 05:00:00,1.2054
2022-01-04 05:15:00,1.4904
2022-01-04 05:30:00,1.7754
2022-01-04 05:45:00,2.0604
2022-01-04 06:00:00,2.3454
2022-01-04 06:15:00,2.4654
2022-01-04 06:30:00,2.5854
2022-01-04 06:45:00,2.7054
2022-01-04 07:00:00,2.8254
2022-01-04 07:15:00,2.7979
2022-01-04 07:30:00,2.7704
2022-01-04 07:45:00,2.7429
2022-01-04 08:00:00,2.7154
2022-01-04 08:15:00,2.5929
2022-01-04 08:30:00,2.4704
2022-01-04 08:45:00,2.3479
2022-01-04 09:00:00,2.2254
2022-01-04 09:15:00,2.0329
2022-01-04 09:30:00,1.8404
2022-01-04 09:45:00,1.6479
2022-01-04 10:00:00,1.4554
2022-01-04 10:15:00,1.2229
2022-01-04 10:30:00,0.9904
2022-01-04 10:45:00,0.7579
2022-01-04 11:00:00,0.5254
2022-01-04 11:15:00,0.2879
2022-01-04 11:30:00,0.0504
2022-01-04 11:45:00,-0.1871
2022-01-04 12:00:00,-0.4246
2022-01-04 12:15:00,-0.5996
2022-01-04 12:30:00,-0.7746
2022-01-04 12:45:00,-0.9496
2022-01-04 13:00:00,-1.1246
2022-01-04 13:15:00,-1.1721
2022-01-04 13:30:00,-1.2196
2022-01-04 13:45:00,-1.2671
2022-01-04 14:00:00,-1.3146
2022-01-04 14:15:00,-1.2471
2022-01-04 14:30:00,-1.1796
2022-01-04 14:45:00,-1.1121
2022-01-04 15:00:00,-1.0446
2022-01-04 15:15:00,-0.8521
2022-01-04 15:30:00,-0.6596
2022-01-04 15:45:00,-0.4671
2022-01-04 16:00:00,-0.2746
2022-01-04 16:15:00,0.0404
2022-01-04 16:30:00,0.3554
2022-01-04 16:45:00,0.6704
2022-01-04 17:00:00,0.9854
2022-01-04 17:15:00,1.2704
2022-01-04 17:30:00,1.5554
2022-01-04 17:45:00,1.8404
2022-01-04 18:00:00,2.1254
2022-01-04 18:15:00,2.2604
2022-01-04 18:30:00,2.3954
2022-01-04 18:45:00,2.5304
2022-01-04 19:00:00,2.6654
2022-01-04 19:15:00,2.6504
2022-01-04 19:30:00,2.6354
2022-01-04 19:45:00,2.6204
2022-01-04 20:00:00,2.6054
2022-01-04 20:15:00,2.4829
2022-01-04 20:30:00,2.3604
2022-01-04 20:45:00,2.2379
2022-01-04 21:00:00,2.1154
2022-01-04 21:15:00,1.9279
2022-01-04 21:30:00,1.7404
2022-01-04 21:45:00,1.5529
2022-01-04 22:00:00,1.3654
2022-01-04 22:15:00,1.1379
2022-01-04 22:30:00,0.9104
2022-01-04 22:45:00,0.6829
2022-01-04 23:00:00,0.4554
2022-01-04 23:15:00,0.2104
2022-01-04 23:30:00,-0.0346
2022-01-04 23:45:00,-0.2796
2022-01-05 00:00:00,-0.5246
2022-01-05 00:15:00,-0.7296
2022-01-05 00:30:00,-0.9346
2022-01-05 00:45:00,-1.1396
2022-01-05 01:00:00,-1.3446
2022-01-05 01:15:00,-1.4471
2022-01-05 01:30:00,-1.5496
2022-01-05 01:45:00,-1.6521
2022-01-05 02:00:00,-1.7546
2022-01-05 02:15:00,-1.7521
2022-01-05 02:30:00,-1.7496
2022-01-05 02:45:00,-1.7471
2022-01-05 03:00:00,-1.7446
2022-01-05 14:00:00,-1.0146
2022-01-05 14:15:00,-1.0496
2022-01-05 14:30:00,-1.0846
2022-01-05 14:45:00,-1.1196
2022-01-05 15:00:00,-1.1546
2022-01-05 15:15:00,-1.0721
2022-01-05 15:30:00,-0.9896
2022-01-05 15:45:00,-0.9071
2022-01-05 16:00:00,-0.8246
2022-01-05 16:15:00,-0.6121
2022-01-05 16:30:00,-0.3996
2022-01-05 16:45:00,-0.1871
2022-01-05 17:00:00,0.0254
2022-01-05 17:15:00,0.3254
2022-01-05 17:30:00,0.6254
2022-01-05 17:45:00,0.9254
2022-01-05 18:00:00,1.2254
2022-01-05 18:15:00,1.4679
2022-01-05 18:30:00,1.7104
2022-01-05 18:45:00,1.9529
2022-01-05 19:00:00,2.1954
2022-01-05 19:15:00,2.2954
2022-01-05 19:30:00,2.3954
2022-01-05 19:45:00,2.4954
2022-01-05 20:00:00,2.5954
2022-01-05 20:15:00,2.5629
2022-01-05 20:30:00,2.5304
2022-01-05 20:45:00,2.4979
2022-01-05 21:00:00,2.4654
2022-01-05 21:15:00,2.3329
2022-01-05 21:30:00,2.2004
2022-01-05 21:45:00,2.0679
2022-01-05 22:00:00,1.9354
2022-01-05 22:15:00,1.7279
2022-01-05 22:30:00,1.5204
2022-01-05 22:45:00,1.3129
2022-01-05 23:00:00,1.1054
2022-01-05 23:15:00,0.8479
2022-01-05 23:30:00,0.5904
2022-01-05 23:45:00,0.3329
2022-01-06 00:00:00,0.0754
2022-01-06 00:15:00,-0.1746
2022-01-06 00:30:00,-0.4246
2022-01-06 00:45:00,-0.6746
2022-01-06 01:00:00,-0.9246
2022-01-06 01:15:00,-1.1246
2022-01-06 01:30:00,-1.3246
2022-01-06 01:45:00,-1.5246
2022-01-06 02:00:00,-1.7246
2022-01-06 02:15:00,-1.8321
2022-01-06 02:30:00,-1.9396
2022-01-06 02:45:00,-2.0471
2022-01-06 03:00:00,-2.1546
2022-01-06 03:15:00,-2.1621
2022-01-06 03:30:00,-2.1696
2022-01-06 03:45:00,-2.1771
2022-01-06 04:00:00,-2.1846
2022-01-06 04:15:00,-2.0846
2022-01-06 04:30:00,-1.9846
2022-01-06 04:45:00,-1.8846
2022-01-06 05:00:00,-1.7846
2022-01-06 05:15:00,-1.5271
2022-01-06 05:30:00,-1.2696
2022-01-06 05:45:00,-1.0121
2022-01-06 06:00:00,-0.7546
2022-01-06 06:15:00,-0.4146
2022-01-06 06:30:00,-0.0746
2022-01-06 06:45:00,0.2654
2022-01-06 07:00:00,0.6054
2022-01-06 07:15:00,0.8479
2022-01-06 07:30:00,1.0904
2022-01-06 07:45:00,1.3329
2022-01-06 08:00:00,1.5754
2022-01-06 08:15:00,1.6479
2022-01-06 08:30:00,1.7204
2022-01-06 08:45:00,1.7929
2022-01-06 09:00:00,1.8654
2022-01-06 09:15:00,1.8079
2022-01-06 09:30:00,1.7504
2022-01-06 09:45:00,1.6929
2022-01-06 10:00:00,1.6354
2022-01-06 10:15:00,1.4954
2022-01-06 10:30:00,1.3554
2022-01-06 10:45:00,1.2154
2022-01-06 11:00:00,1.0754
2022-01-06 11:15:00,0.8754
2022-01-06 11:30:00,0.6754
2022-01-06 11:45:00,0.4754
2022-01-06 12:00:00,0.2754
2022-01-06 12:15:00,0.0429
2022-01-06 12:30:00,-0.1896
2022-01-06 12:45:00,-0.4221
2022-01-06 13:00:00,-0.6546
2022-01-06 13:15:00,-0.8671
2022-01-06 13:30:00,-1.0796
2022-01-06 13:45:00,-1.2921
2022-01-06 14:00:00,-1.5046
2022-01-06 14:15:00,-1.6346
2022-01-06 14:30:00,-1.7646
2022-01-06 14:45:00,-1.8946
2022-01-06 15:00:00,-2.0246
2022-01-06 15:15:00,-2.0471
2022-01-06 15:30:00,-2.0696
2022-01-06 15:45:00,-2.0921
2022-01-06 16:00:00,-2.1146
2022-01-06 16:15:00,-2.0271
2022-01-06 16:30:00,-1.9396
2022-01-06 16:45:00,-1.8521
2022-01-06 17:00:00,-1.7646
2022-01-06 17:15:00,-1.5371
2022-01-06 17:30:00,-1.3096
2022-01-06 17:45:00,-1.0821
2022-01-06 18:00:00,-0.8546
2022-01-06 18:15:00,-0.5446
2022-01-06 18:30:00,-0.2346
2022-01-06 18:45:00,0.0754
2022-01-06 19:00:00,0.3854
2022-01-06 19:15:00,0.6154
2022-01-06 19:30:00,0.8454
2022-01-06 19:45:00,1.0754
2022-01-06 20:00:00,1.3054
2022-01-06 20:15:00,1.3904
2022-01-06 20:30:00,1.4754
2022-01-06 20:45:00,1.5604
2022-01-06 21:00:00,1.6454
2022-01-06 21:15:00,1.6154
2022-01-06 21:30:00,1.5854
2022-01-06 21:45:00,1.5554
2022-01-06 22:00:00,1.5254
2022-01-06 22:15:00,1.4104
2022-01-06 22:30:00,1.2954
2022-01-06 22:45:00,1.1804
2022-01-06 23:00:00,1.0654
2022-01-06 23:15:00,0.8804
2022-01-06 23:30:00,0.6954
2022-01-06 23:45:00,0.5104
2022-01-07 00:00:00,0.3254
2022-01-07 00:15:00,0.0954
2022-01-07 00:30:00,-0.1346
2022-01-07 00:45:00,-0.3646
2022-01-07 01:00:00,-0.5946
2022-01-07 01:15:00,-0.8071
2022-01-07 01:30:00,-1.0196
2022-01-07 01:45:00,-1.2321
2022-01-07 02:00:00,-1.4446
2022-01-07 02:15:00,-1.5896
2022-01-07 02:30:00,-1.7346
2022-01-07 02:45:00,-1.8796
2022-01-07 03:00:00,-2.0246
2022-01-07 03:15:00,-2.0871
2022-01-07 03:30:00,-2.1496
2022-01-07 03:45:00,-2.2121
2022-01-07 04:00:00,-2.2746
2022-01-07 04:15:00,-2.2321
2022-01-07 04:30:00,-2.1896
2022-01-07 04:45:00,-2.1471
2022-01-07 05:00:00,-2.1046
2022-01-07 05:15:00,-1.9121
2022-01-07 05:30:00,-1.7196
2022-01-07 05:45:00,-1.5271
2022-01-07 06:00:00,-1.3346
2022-01-07 06:15:00,-1.0096
2022-01-07 06:30:00,-0.6846
2022-01-07 06:45:00,-0.3596
2022-01-07 07:00:00,-0.0346
2022-01-07 07:15:00,0.2629
2022-01-07 07:30:00,0.5604
2022-01-07 07:45:00,0.8579
2022-01-07 08:00:00,1.1554
2022-01-07 08:15:00,1.3229
2022-01-07 08:30:00,1.4904
2022-01-07 08:45:00,1.6579
2022-01-07 09:00:00,1.8254
2022-01-07 09:15:00,1.8729
2022-01-07 09:30:00,1.9204
2022-01-07 09:45:00,1.9679
2022-01-07 10:00:00,2.0154
2022-01-07 10:15:00,1.9679
2022-01-07 10:30:00,1.9204
2022-01-07 10:45:00,1.8729
2022-01-07 11:00:00,1.8254
2022-01-07 11:15:00,1.7029
2022-01-07 11:30:00,1.5804
2022-01-07 11:45:00,1.4579
2022-01-07 12:00:00,1.3354
2022-01-07 12:15:00,1.1629
2022-01-07 12:30:00,0.9904
2022-01-07 12:45:00,0.8179
2022-01-07 13:00:00,0.6454
2022-01-07 13:15:00,0.4454
2022-01-07 13:30:00,0.2454
2022-01-07 13:45:00,0.0454
2022-01-07 14:00:00,-0.1546
2022-01-07 14:15:00,-0.3296
2022-01-07 14:30:00,-0.5046
2022-01-07 14:45:00,-0.6796
2022-01-07 15:00:00,-0.8546
2022-01-07 15:15:00,-0.9346
2022-01-07 15:30:00,-1.0146
2022-01-07 15:45:00,-1.0946
2022-01-07 16:00:00,-1.1746
2022-01-07 16:15:00,-1.1396
2022-01-07 16:30:00,-1.1046
2022-01-07 16:45:00,-1.0696
2022-01-07 17:00:00,-1.0346
2022-01-07 17:15:00,-0.8696
2022-01-07 17:30:00,-0.7046
2022-01-07 17:45:00,-0.5396
2022-01-07 18:00:00,-0.3746
2022-01-07 18:15:00,-0.1021
2022-01-07 18:30:00,0.1704
2022-01-07 18:45:00,0.4429
2022-01-07 19:00:00,0.7154
2022-01-07 19:15:00,0.9679
2022-01-07 19:30:00,1.2204
2022-01-07 19:45:00,1.4729
2022-01-07 20:00:00,1.7254
2022-01-07 20:15:00,1.8754
2022-01-07 20:30:00,2.0254
2022-01-07 20:45:00,2.1754
2022-01-07 21:00:00,2.3254
2022-01-07 21:15:00,2.3604
2022-01-07 21:30:00,2.3954
2022-01-07 21:45:00,2.4304
2022-01-07 22:00:00,2.4654
2022-01-07 22:15:00,2.3954
2022-01-07 22:30:00,2.3254
2022-01-07 22:45:00,2.2554
2022-01-07 23:00:00,2.1854
2022-01-07 23:15:00,2.0354
2022-01-07 23:30:00,1.8854
2022-01-07 23:45:00,1.7354
2022-01-08 00:00:00,1.5854
2022-01-08 00:15:00,1.3854
2022-01-08 00:30:00,1.1854
2022-01-08 00:45:00,0.9854
2022-01-08 01:00:00,0.7854
2022-01-08 01:15:00,0.5529
2022-01-08 01:30:00,0.3204
2022-01-08 01:45:00,0.0879
2022-01-08 02:00:00,-0.1446
2022-01-08 02:15:00,-0.3546
2022-01-08 02:30:00,-0.5646
2022-01-08 02:45:00,-0.7746
2022-01-08 03:00:00,-0.9846
2022-01-08 03:15:00,-1.1221
2022-01-08 03:30:00,-1.2596
2022-01-08 03:45:00,-1.3971
2022-01-08 04:00:00,-1.5346
2022-01-08 04:15:00,-1.5871
2022-01-08 04:30:00,-1.6396
2022-01-08 04:45:00,-1.6921
2022-01-08 05:00:00,-1.7446
2022-01-08 05:15:00,-1.7246
2022-01-08 05:30:00,-1.7046
2022-01-08 05:45:00,-1.6846
2022-01-08 06:00:00,-1.6646
2022-01-08 06:15:00,-1.5471
2022-01-08 06:30:00,-1.4296
2022-01-08 06:45:00,-1.3121
2022-01-08 07:00:00,-1.1946
2022-01-08 07:15:00,-0.9796
2022-01-08 07:30:00,-0.7646
2022-01-08 07:45:00,-0.5496
2022-01-08 08:00:00,-0.3346
2022-01-08 08:15:00,-0.0996
2022-01-08 08:30:00,0.1354
2022-01-08 08:45:00,0.3704
2022-01-08 09:00:00,0.6054
2022-01-08 09:15:00,0.7504
2022-01-08 09:30:00,0.8954
2022-01-08 09:45:00,1.0404
2022-01-08 10:00:00,1.1854
2022-01-08 10:15:00,1.1929
2022-01-08 10:30:00,1.2004
2022-01-08 10:45:00,1.2079
2022-01-08 11:00:00,1.2154
2022-01-08 11:15:00,1.1229
2022-01-08 11:30:00,1.0304
2022-01-08 11:45:00,0.9379
2022-01-08 12:00:00,0.8454
2022-01-08 12:15:00,0.6954
2022-01-08 12:30:00,0.5454
2022-01-08 12:45:00,0.3954
2022-01-08 13:00:00,0.2454
2022-01-08 13:15:00,0.0729
2022-01-08 13:30:00,-0.0996
2022-01-08 13:45:00,-0.2721
2022-01-08 14:00:00,-0.4446
2022-01-08 14:15:00,-0.6046
2022-01-08 14:30:00,-0.7646
2022-01-08 14:45:00,-0.9246
2022-01-08 15:00:00,-1.0846
2022-01-08 15:15:00,-1.1971
2022-01-08 15:30:00,-1.3096
2022-01-08 15:45:00,-1.4221
2022-01-08 16:00:00,-1.5346
2022-01-08 16:15:00,-1.5596
2022-01-08 16:30:00,-1.5846
2022-01-08 16:45:00,-1.6096
2022-01-08 17:00:00,-1.6346
2022-01-08 17:15:00,-1.5596
2022-01-08 17:30:00,-1.4846
2022-01-08 17:45:00,-1.4096
2022-01-08 18:00:00,-1.3346
2022-01-08 18:15:00,-1.1371
2022-01-08 18:30:00,-0.9396
2022-01-08 18:45:00,-0.7421
2022-01-08 19:00:00,-0.5446
2022-01-08 19:15:00,-0.2646
2022-01-08 19:30:00,0.0154
2022-01-08 19:45:00,0.2954
2022-01-08 20:00:00,0.5754
2022-01-08 20:15:00,0.8029
2022-01-08 20:30:00,1.0304
2022-01-08 20:45:00,1.2579
2022-01-08 21:00:00,1.4854
2022-01-08 21:15:00,1.5979
2022-01-08 21:30:00,1.7104
2022-01-08 21:45:00,1.8229
2022-01-08 22:00:00,1.9354
2022-01-08 22:15:00,1.9629
2022-01-08 22:30:00,1.9904
2022-01-08 22:45:00,2.0179
2022-01-08 23:00:00,2.0454
2022-01-08 23:15:00,2.0054
2022-01-08 23:30:00,1.9654
2022-01-08 23:45:00,1.9254
2022-01-09 00:00:00,1.8854
2022-01-09 00:15:00,1.7754
2022-01-09 00:30:00,1.6654
2022-01-09 00:45:00,1.5554
2022-01-09 01:00:00,1.4454
2022-01-09 01:15:00,1.2754
2022-01-09 01:30:00,1.1054
2022-01-09 01:45:00,0.9354
2022-01-09 02:00:00,0.7654
2022-01-09 02:15:00,0.5579
2022-01-09 02:30:00,0.3504
2022-01-09 02:45:00,0.1429
2022-01-09 03:00:00,-0.0646
2022-01-09 03:15:00,-0.2521
2022-01-09 03:30:00,-0.4396
2022-01-09 03:45:00,-0.6271
2022-01-09 04:00:00,-0.8146
2022-01-09 04:15:00,-0.9171
2022-01-09 04:30:00,-1.0196
2022-01-09 04:45:00,-1.1221
2022-01-09 05:00:00,-1.2246
2022-01-09 05:15:00,-1.2346
2022-01-09 05:30:00,-1.2446
2022-01-09 05:45:00,-1.2546
2022-01-09 06:00:00,-1.2646
2022-01-09 06:15:00,-1.2046
2022-01-09 06:30:00,-1.1446
2022-01-09 06:45:00,-1.0846
2022-01-09 07:00:00,-1.0246
2022-01-09 07:15:00,-0.8846
2022-01-09 07:30:00,-0.7446
