datetime_UTC,u,v
2022-01-03 14:50:00,0.1747,1.0222
2022-01-03 15:00:00,0.1977,1.017
2022-01-03 15:10:00,0.1506,0.9511
2022-01-03 15:20:00,0.1139,0.8766
2022-01-03 15:30:00,0.1042,0.771
2022-01-03 15:40:00,0.1521,0.7752
2022-01-03 15:50:00,0.1235,0.7712
2022-01-03 16:00:00,0.1095,0.7692
2022-01-03 16:10:00,0.1045,0.7164
2022-01-03 16:20:00,0.0745,0.6246
2022-01-03 16:30:00,0.0717,0.5675
2022-01-03 16:40:00,0.0298,0.5171
2022-01-03 16:50:00,0.0503,0.5035
2022-01-03 17:00:00,0.0407,0.4562
2022-01-03 17:10:00,0.0859,0.4417
2022-01-03 17:20:00,0.0311,0.3787
2022-01-03 17:30:00,0.0268,0.2998
2022-01-03 17:40:00,0.002,0.29
2022-01-03 17:50:00,0.0075,0.2539
2022-01-03 18:00:00,0.0066,0.1709
2022-01-03 18:10:00,-0.0354,0.0999
2022-01-03 18:20:00,-0.0359,0.0715
2022-01-03 18:30:00,-0.0399,0.0575
2022-01-03 18:40:00,-0.0348,-0.0197
2022-01-03 18:50:00,-0.1412,-0.1148
2022-01-03 19:00:00,-0.1692,-0.1854
2022-01-03 19:10:00,-0.1219,-0.251
2022-01-03 19:20:00,-0.0665,-0.4451
2022-01-03 19:30:00,-0.0975,-0.526
2022-01-03 19:40:00,-0.1674,-0.5876
2022-01-03 19:50:00,-0.2427,-0.6491
2022-01-03 20:00:00,-0.2844,-0.6734
2022-01-03 20:10:00,-0.2859,-0.6901
2022-01-03 20:20:00,-0.2919,-0.7373
2022-01-03 20:30:00,-0.2748,-0.7428
2022-01-03 20:40:00,-0.3217,-0.7434
2022-01-03 20:50:00,-0.3469,-0.7474
2022-01-03 21:00:00,-0.3324,-0.7397
2022-01-03 21:10:00,-0.3127,-0.7624
2022-01-03 21:20:00,-0.3726,-0.7707
2022-01-03 21:30:00,-0.3044,-0.7571
2022-01-03 21:40:00,-0.3464,-0.7707
2022-01-03 21:50:00,-0.3351,-0.7561
2022-01-03 22:00:00,-0.3037,-0.726
2022-01-03 22:10:00,-0.2684,-0.7334
2022-01-03 22:20:00,-0.2885,-0.6999
2022-01-03 22:30:00,-0.2493,-0.6925
2022-01-03 22:40:00,-0.2047,-0.6736
2022-01-03 22:50:00,-0.1924,-0.6334
2022-01-03 23:00:00,-0.1967,-0.6237
2022-01-03 23:10:00,-0.1806,-0.5983
2022-01-03 23:20:00,-0.1771,-0.5722
2022-01-03 23:30:00,-0.1914,-0.5231
2022-01-03 23:40:00,-0.2034,-0.4862
2022-01-03 23:50:00,-0.1731,-0.468
2022-01-04 00:00:00,-0.1697,-0.4157
2022-01-04 00:10:00,-0.1644,-0.3854
2022-01-04 00:20:00,-0.1257,-0.365
2022-01-04 00:30:00,-0.1239,-0.3113
2022-01-04 00:40:00,-0.0675,-0.2707
2022-01-04 00:50:00,-0.0293,-0.217
2022-01-04 01:00:00,-0.1133,-0.1157
2022-01-04 01:10:00,-0.0755,-0.0344
2022-01-04 01:20:00,-0.0636,0.0071
2022-01-04 01:30:00,-0.0911,0.1204
2022-01-04 01:40:00,-0.0612,0.2092
2022-01-04 01:50:00,0.0233,0.3171
2022-01-04 02:00:00,0.106,0.4219
2022-01-04 02:10:00,0.1833,0.5745
2022-01-04 02:20:00,0.2146,0.7436
2022-01-04 02:30:00,0.207,0.8429
2022-01-04 02:40:00,0.199,0.9443
2022-01-04 02:50:00,0.2068,0.9988
2022-01-04 03:00:00,0.1948,1.0511
2022-01-04 03:10:00,0.1998,1.0573
2022-01-04 03:20:00,0.202,1.0294
2022-01-04 03:30:00,0.1967,1.0121
2022-01-04 03:40:00,0.184,0.9554
2022-01-04 03:50:00,0.1548,0.9059
2022-01-04 04:00:00,0.1762,0.8979
2022-01-04 04:10:00,0.1635,0.882
2022-01-04 04:20:00,0.1436,0.8144
2022-01-04 04:30:00,0.1509,0.7765
2022-01-04 04:40:00,0.1307,0.7192
2022-01-04 04:50:00,0.1205,0.6438
2022-01-04 05:00:00,0.0961,0.6206
2022-01-04 05:10:00,0.0523,0.5435
2022-01-04 05:20:00,0.0536,0.5373
2022-01-04 05:30:00,0.0584,0.4825
2022-01-04 05:40:00,0.0161,0.4397
2022-01-04 05:50:00,0.0423,0.4169
2022-01-04 06:00:00,-0.0012,0.336
2022-01-04 06:10:00,0.0157,0.2725
2022-01-04 06:20:00,-0.0141,0.2366
2022-01-04 06:30:00,-0.0232,0.1674
2022-01-04 06:40:00,-0.0285,0.1145
2022-01-04 06:50:00,-0.0357,0.0625
2022-01-04 07:00:00,-0.0285,0.0203
2022-01-04 07:10:00,-0.0964,-0.0441
2022-01-04 07:20:00,-0.1812,-0.14
2022-01-04 07:30:00,-0.1647,-0.1773
2022-01-04 07:40:00,-0.1112,-0.2851
2022-01-04 07:50:00,-0.0417,-0.4581
2022-01-04 08:00:00,-0.0957,-0.5264
2022-01-04 08:10:00,-0.1396,-0.5815
2022-01-04 08:20:00,-0.1748,-0.6478
2022-01-04 08:30:00,-0.2046,-0.6569
2022-01-04 08:40:00,-0.2517,-0.6767
2022-01-04 08:50:00,-0.2756,-0.6889
2022-01-04 09:00:00,-0.2841,-0.6963
2022-01-04 09:10:00,-0.2798,-0.7066
2022-01-04 09:20:00,-0.2829,-0.7108
2022-01-04 09:30:00,-0.3216,-0.7292
2022-01-04 09:40:00,-0.3138,-0.6669
2022-01-04 09:50:00,-0.2744,-0.6862
2022-01-04 10:00:00,-0.2577,-0.6819
2022-01-04 10:10:00,-0.2444,-0.6826
2022-01-04 10:20:00,-0.2235,-0.6454
2022-01-04 10:30:00,-0.2136,-0.6614
2022-01-04 10:40:00,-0.2469,-0.6432
2022-01-04 10:50:00,-0.2126,-0.6543
2022-01-04 11:00:00,-0.2159,-0.6343
2022-01-04 11:10:00,-0.201,-0.5738
2022-01-04 11:20:00,-0.2402,-0.5498
2022-01-04 11:30:00,-0.2215,-0.5045
2022-01-04 11:40:00,-0.184,-0.5056
2022-01-04 11:50:00,-0.1702,-0.4627
2022-01-04 12:00:00,-0.1583,-0.4234
2022-01-04 12:10:00,-0.1272,-0.416
2022-01-04 12:20:00,-0.1052,-0.3952
2022-01-04 12:30:00,-0.1158,-0.4037
2022-01-04 12:40:00,-0.1033,-0.4081
2022-01-04 12:50:00,-0.0886,-0.387
2022-01-04 13:00:00,-0.0709,-0.3254
2022-01-04 13:10:00,-0.0313,-0.2702
2022-01-04 13:20:00,-0.001,-0.191
2022-01-04 13:30:00,0.0262,-0.1375
2022-01-04 13:40:00,0.0205,-0.0721
2022-01-04 13:50:00,0.0367,0.0436
2022-01-04 14:00:00,0.0718,0.1486
2022-01-04 14:10:00,0.1494,0.2751
2022-01-04 14:20:00,0.1977,0.4297
2022-01-04 14:30:00,0.2262,0.5923
2022-01-04 14:40:00,0.2446,0.7396
2022-01-04 14:50:00,0.2494,0.8209
2022-01-04 15:00:00,0.2464,0.8885
2022-01-04 15:10:00,0.2802,0.9339
2022-01-04 15:20:00,0.256,0.9553
2022-01-04 15:30:00,0.2144,0.9511
2022-01-04 15:40:00,0.1866,0.9254
2022-01-04 15:50:00,0.1903,0.9032
2022-01-04 16:00:00,0.1683,0.8739
2022-01-04 16:10:00,0.14,0.8364
2022-01-04 16:20:00,0.1372,0.7861
2022-01-04 16:30:00,0.1156,0.738
2022-01-04 16:40:00,0.0955,0.7066
2022-01-04 16:50:00,0.0987,0.6849
2022-01-04 17:00:00,0.0765,0.6324
2022-01-04 17:10:00,0.0691,0.5799
2022-01-04 17:20:00,0.06,0.5618
2022-01-04 17:30:00,0.0724,0.5654
2022-01-04 17:40:00,0.0686,0.5427
2022-01-04 17:50:00,0.0697,0.5022
2022-01-04 18:00:00,0.0889,0.437
2022-01-04 18:10:00,0.0873,0.3503
2022-01-04 18:20:00,0.0217,0.3353
2022-01-04 18:30:00,0.004,0.286
2022-01-04 18:40:00,0.0129,0.2166
2022-01-04 18:50:00,-0.0027,0.119
2022-01-04 19:00:00,-0.0018,0.065
2022-01-04 19:10:00,0.0045,-0.004
2022-01-04 19:20:00,-0.0371,-0.0918
2022-01-04 19:30:00,-0.0511,-0.1726
2022-01-04 19:40:00,-0.0992,-0.2468
2022-01-04 19:50:00,-0.1939,-0.3279
2022-01-04 20:00:00,-0.1584,-0.3695
2022-01-04 20:10:00,-0.1185,-0.4393
2022-01-04 20:20:00,-0.0775,-0.5809
2022-01-04 20:30:00,-0.1493,-0.6736
2022-01-04 20:40:00,-0.2363,-0.7023
2022-01-04 20:50:00,-0.3181,-0.7144
2022-01-04 21:00:00,-0.3267,-0.7478
2022-01-04 21:10:00,-0.3601,-0.7688
2022-01-04 21:20:00,-0.2996,-0.8232
2022-01-04 21:30:00,-0.2986,-0.8204
2022-01-04 21:40:00,-0.2403,-0.7861
2022-01-04 21:50:00,-0.2577,-0.77
2022-01-04 22:00:00,-0.2872,-0.7327
2022-01-04 22:10:00,-0.2978,-0.7155
2022-01-04 22:20:00,-0.2914,-0.6932
2022-01-04 22:30:00,-0.2835,-0.6911
2022-01-04 22:40:00,-0.2739,-0.7025
2022-01-04 22:50:00,-0.2522,-0.6369
2022-01-04 23:00:00,-0.2615,-0.6439
2022-01-04 23:10:00,-0.2417,-0.6431
2022-01-04 23:20:00,-0.233,-0.6132
2022-01-04 23:30:00,-0.2182,-0.5931
2022-01-04 23:40:00,-0.2072,-0.5631
2022-01-04 23:50:00,-0.1856,-0.5241
2022-01-05 00:00:00,-0.1867,-0.4574
2022-01-05 00:10:00,-0.1657,-0.4409
2022-01-05 00:20:00,-0.1622,-0.3896
2022-01-05 00:30:00,-0.1503,-0.3739
2022-01-05 00:40:00,-0.1636,-0.3912
2022-01-05 00:50:00,-0.16,-0.3807
2022-01-05 01:00:00,-0.1654,-0.3421
2022-01-05 01:10:00,-0.1373,-0.2891
