datetime_UTC,water_level_filtered
2022-01-03 03:45:00,-0.5998
2022-01-03 04:00:00,-0.5873
2022-01-03 04:15:00,-0.4498
2022-01-03 04:30:00,-0.3123
2022-01-03 04:45:00,-0.1748
2022-01-03 05:00:00,-0.0373
2022-01-03 05:15:00,0.1077
2022-01-03 05:30:00,0.2527
2022-01-03 05:45:00,0.3977
2022-01-03 06:00:00,0.5427
2022-01-03 06:15:00,0.6077
2022-01-03 06:30:00,0.6727
2022-01-03 06:45:00,0.7377
2022-01-03 07:00:00,0.8027
2022-01-03 07:15:00,0.8527
2022-01-03 07:30:00,0.9027
2022-01-03 07:45:00,0.9527
2022-01-03 08:00:00,1.0027
2022-01-03 08:15:00,1.0477
2022-01-03 08:30:00,1.0927
2022-01-03 08:45:00,1.1377
2022-01-03 09:00:00,1.1827
2022-01-03 09:15:00,1.1802
2022-01-03 09:30:00,1.1777
2022-01-03 09:45:00,1.1752
2022-01-03 10:00:00,1.1727
2022-01-03 10:15:00,1.0827
2022-01-03 10:30:00,0.9927
2022-01-03 10:45:00,0.9027
2022-01-03 11:00:00,0.8127
2022-01-03 11:15:00,0.7002
2022-01-03 11:30:00,0.5877
2022-01-03 11:45:00,0.4752
2022-01-03 12:00:00,0.3627
2022-01-03 12:15:00,0.2652
2022-01-03 12:30:00,0.1677
2022-01-03 12:45:00,0.0702
2022-01-03 13:00:00,-0.0273
2022-01-03 13:15:00,-0.1223
2022-01-03 13:30:00,-0.2173
2022-01-03 13:45:00,-0.3123
2022-01-03 14:00:00,-0.4073
2022-01-03 14:15:00,-0.4698
2022-01-03 14:30:00,-0.5323
2022-01-03 14:45:00,-0.5948
2022-01-03 15:00:00,-0.6573
2022-01-03 15:15:00,-0.6498
2022-01-03 15:30:00,-0.6423
2022-01-03 15:45:00,-0.6348
2022-01-03 16:00:00,-0.6273
2022-01-03 16:15:00,-0.4823
2022-01-03 16:30:00,-0.3373
2022-01-03 16:45:00,-0.1923
2022-01-03 17:00:00,-0.0473
2022-01-03 17:15:00,0.1327
2022-01-03 17:30:00,0.3127
2022-01-03 17:45:00,0.4927
2022-01-03 18:00:00,0.6727
2022-01-03 18:15:00,0.7527
2022-01-03 18:30:00,0.8327
2022-01-03 18:45:00,0.9127
2022-01-03 19:00:00,0.9927
2022-01-03 19:15:00,1.0452
2022-01-03 19:30:00,1.0977
2022-01-03 19:45:00,1.1502
2022-01-03 20:00:00,1.2027
2022-01-03 20:15:00,1.2727
2022-01-03 20:30:00,1.3427
2022-01-03 20:45:00,1.4127
2022-01-03 21:00:00,1.4827
2022-01-03 21:15:00,1.5027
2022-01-03 21:30:00,1.5227
2022-01-03 21:45:00,1.5427
2022-01-03 22:00:00,1.5627
2022-01-03 22:15:00,1.4827
2022-01-03 22:30:00,1.4027
2022-01-03 22:45:00,1.3227
2022-01-03 23:00:00,1.2427
2022-01-03 23:15:00,1.1252
2022-01-03 23:30:00,1.0077
2022-01-03 23:45:00,0.8902
2022-01-04 00:00:00,0.7727
2022-01-04 00:15:00,0.6802
2022-01-04 00:30:00,0.5877
2022-01-04 00:45:00,0.4952
2022-01-04 01:00:00,0.4027
2022-01-04 01:15:00,0.3027
2022-01-04 01:30:00,0.2027
2022-01-04 01:45:00,0.1027
2022-01-04 02:00:00,0.0027
2022-01-04 02:15:00,-0.0948
2022-01-04 02:30:00,-0.1923
2022-01-04 02:45:00,-0.2898
2022-01-04 03:00:00,-0.3873
2022-01-04 03:15:00,-0.4398
2022-01-04 03:30:00,-0.4923
2022-01-04 03:45:00,-0.5448
2022-01-04 04:00:00,-0.5973
2022-01-04 04:15:00,-0.5398
2022-01-04 04:30:00,-0.4823
2022-01-04 04:45:00,-0.4248
2022-01-04 05:00:00,-0.3673
2022-01-04 05:15:00,-0.1798
2022-01-04 05:30:00,0.0077
2022-01-04 05:45:00,0.1952
2022-01-04 06:00:00,0.3827
2022-01-04 06:15:00,0.5302
2022-01-04 06:30:00,0.6777
2022-01-04 06:45:00,0.8252
2022-01-04 07:00:00,0.9727
2022-01-04 07:15:00,1.0327
2022-01-04 07:30:00,1.0927
2022-01-04 07:45:00,1.1527
2022-01-04 08:00:00,1.2127
2022-01-04 08:15:00,1.2752
2022-01-04 08:30:00,1.3377
2022-01-04 08:45:00,1.4002
2022-01-04 09:00:00,1.4627
2022-01-04 09:15:00,1.5202
2022-01-04 09:30:00,1.5777
2022-01-04 09:45:00,1.6352
2022-01-11 21:00:00,0.0627
2022-01-11 21:15:00,0.0302
2022-01-11 21:30:00,-0.0023
2022-01-11 21:45:00,-0.0348
2022-01-11 22:00:00,-0.0673
2022-01-11 22:15:00,-0.0723
2022-01-11 22:30:00,-0.0773
2022-01-11 22:45:00,-0.0823
2022-01-11 23:00:00,-0.0873
2022-01-11 23:15:00,-0.0523
2022-01-11 23:30:00,-0.0173
2022-01-11 23:45:00,0.0177
2022-01-12 00:00:00,0.0527
2022-01-12 00:15:00,0.1127
2022-01-12 00:30:00,0.1727
2022-01-12 00:45:00,0.2327
2022-01-12 01:00:00,0.2927
2022-01-12 01:15:00,0.3477
2022-01-12 01:30:00,0.4027
2022-01-12 01:45:00,0.4577
2022-01-12 02:00:00,0.5127
2022-01-12 02:15:00,0.5502
2022-01-12 02:30:00,0.5877
2022-01-12 02:45:00,0.6252
2022-01-12 03:00:00,0.6627
2022-01-12 03:15:00,0.6877
2022-01-12 03:30:00,0.7127
2022-01-12 03:45:00,0.7377
2022-01-12 04:00:00,0.7627
2022-01-12 04:15:00,0.7602
2022-01-12 04:30:00,0.7577
2022-01-12 04:45:00,0.7552
2022-01-12 05:00:00,0.7527
2022-01-12 05:15:00,0.7052
2022-01-12 05:30:00,0.6577
2022-01-12 05:45:00,0.6102
2022-01-12 06:00:00,0.5627
2022-01-12 06:15:00,0.4952
2022-01-12 06:30:00,0.4277
2022-01-12 06:45:00,0.3602
2022-01-12 07:00:00,0.2927
2022-01-12 07:15:00,0.2277
2022-01-12 07:30:00,0.1627
2022-01-12 07:45:00,0.0977
2022-01-12 08:00:00,0.0327
2022-01-12 08:15:00,-0.0298
2022-01-12 08:30:00,-0.0923
2022-01-12 08:45:00,-0.1548
2022-01-12 09:00:00,-0.2173
2022-01-12 09:15:00,-0.2773
2022-01-12 09:30:00,-0.3373
2022-01-12 09:45:00,-0.3973
2022-01-12 10:00:00,-0.4573
2022-01-12 10:15:00,-0.4973
2022-01-12 10:30:00,-0.5373
2022-01-12 10:45:00,-0.5773
2022-01-12 11:00:00,-0.6173
2022-01-12 11:15:00,-0.6173
2022-01-12 11:30:00,-0.6173
2022-01-12 11:45:00,-0.6173
2022-01-12 12:00:00,-0.6173
2022-01-12 12:15:00,-0.5723
2022-01-12 12:30:00,-0.5273
2022-01-12 12:45:00,-0.4823
2022-01-12 13:00:00,-0.4373
2022-01-12 13:15:00,-0.3648
2022-01-12 13:30:00,-0.2923
2022-01-12 13:45:00,-0.2198
2022-01-12 14:00:00,-0.1473
2022-01-12 14:15:00,-0.0798
2022-01-12 14:30:00,-0.0123
2022-01-12 14:45:00,0.0552
2022-01-12 15:00:00,0.1227
2022-01-12 15:15:00,0.1802
2022-01-12 15:30:00,0.2377
2022-01-12 15:45:00,0.2952
2022-01-12 16:00:00,0.3527
2022-01-12 16:15:00,0.4027
2022-01-12 16:30:00,0.4527
2022-01-12 16:45:00,0.5027
2022-01-12 17:00:00,0.5527
2022-01-12 17:15:00,0.5827
2022-01-12 17:30:00,0.6127
2022-01-12 17:45:00,0.6427
2022-01-12 18:00:00,0.6727
2022-01-12 18:15:00,0.6702
2022-01-12 18:30:00,0.6677
2022-01-12 18:45:00,0.6652
2022-01-12 19:00:00,0.6627
2022-01-12 19:15:00,0.6252
2022-01-12 19:30:00,0.5877
2022-01-12 19:45:00,0.5502
2022-01-12 20:00:00,0.5127
2022-01-12 20:15:00,0.4552
2022-01-12 20:30:00,0.3977
2022-01-12 20:45:00,0.3402
2022-01-12 21:00:00,0.2827
2022-01-12 21:15:00,0.2302
2022-01-12 21:30:00,0.1777
2022-01-12 21:45:00,0.1252
2022-01-12 22:00:00,0.0727
2022-01-12 22:15:00,0.0377
2022-01-12 22:30:00,0.0027
2022-01-12 22:45:00,-0.0323
2022-01-12 23:00:00,-0.0673
2022-01-12 23:15:00,-0.0748
2022-01-12 23:30:00,-0.0823
2022-01-12 23:45:00,-0.0898
2022-01-13 00:00:00,-0.0973
2022-01-13 00:15:00,-0.0648
2022-01-13 00:30:00,-0.0323
2022-01-13 00:45:00,0.0002
2022-01-13 01:00:00,0.0327
2022-01-13 01:15:00,0.0902
2022-01-13 01:30:00,0.1477
2022-01-13 01:45:00,0.2052
2022-01-13 02:00:00,0.2627
2022-01-13 02:15:00,0.3152
2022-01-13 02:30:00,0.3677
2022-01-13 02:45:00,0.4202
2022-01-13 03:00:00,0.4727
2022-01-13 03:15:00,0.5152
2022-01-13 03:30:00,0.5577
2022-01-13 03:45:00,0.6002
2022-01-13 04:00:00,0.6427
2022-01-13 04:15:00,0.6677
2022-01-13 04:30:00,0.6927
2022-01-13 04:45:00,0.7177
2022-01-13 05:00:00,0.7427
2022-01-13 05:15:00,0.7477
2022-01-13 05:30:00,0.7527
2022-01-13 05:45:00,0.7577
2022-01-13 06:00:00,0.7627
2022-01-13 06:15:00,0.7352
2022-01-13 06:30:00,0.7077
2022-01-13 06:45:00,0.6802
2022-01-13 07:00:00,0.6527
2022-01-13 07:15:00,0.5927
2022-01-13 07:30:00,0.5327
2022-01-13 07:45:00,0.4727
2022-01-13 08:00:00,0.4127
2022-01-13 08:15:00,0.3527
2022-01-13 08:30:00,0.2927
2022-01-13 08:45:00,0.2327
2022-01-13 09:00:00,0.1727
2022-01-13 09:15:00,0.1152
2022-01-13 09:30:00,0.0577
2022-01-13 09:45:00,0.0002
2022-01-13 10:00:00,-0.0573
2022-01-13 10:15:00,-0.1173
2022-01-13 10:30:00,-0.1773
2022-01-13 10:45:00,-0.2373
2022-01-13 11:00:00,-0.2973
2022-01-13 11:15:00,-0.3348
2022-01-13 11:30:00,-0.3723
2022-01-13 11:45:00,-0.4098
2022-01-13 12:00:00,-0.4473
2022-01-13 12:15:00,-0.4373
2022-01-13 12:30:00,-0.4273
2022-01-13 12:45:00,-0.4173
2022-01-13 13:00:00,-0.4073
2022-01-13 13:15:00,-0.3523
2022-01-13 13:30:00,-0.2973
2022-01-13 13:45:00,-0.2423
2022-01-13 14:00:00,-0.1873
2022-01-13 14:15:00,-0.1148
2022-01-13 14:30:00,-0.0423
2022-01-13 14:45:00,0.0302
2022-01-13 15:00:00,0.1027
2022-01-13 15:15:00,0.1702
2022-01-13 15:30:00,0.2377
2022-01-13 15:45:00,0.3052
2022-01-13 16:00:00,0.3727
2022-01-13 16:15:00,0.4277
2022-01-13 16:30:00,0.4827
2022-01-13 16:45:00,0.5377
2022-01-13 17:00:00,0.5927
2022-01-13 17:15:00,0.6327
2022-01-13 17:30:00,0.6727
2022-01-13 17:45:00,0.7127
2022-01-13 18:00:00,0.7527
2022-01-13 18:15:00,0.7727
2022-01-13 18:30:00,0.7927
2022-01-13 18:45:00,0.8127
2022-01-13 19:00:00,0.8327
2022-01-13 19:15:00,0.8127
2022-01-13 19:30:00,0.7927
2022-01-13 19:45:00,0.7727
2022-01-13 20:00:00,0.7527
2022-01-13 20:15:00,0.6952
2022-01-13 20:30:00,0.6377
2022-01-13 20:45:00,0.5802
2022-01-13 21:00:00,0.5227
2022-01-13 21:15:00,0.4577
2022-01-13 21:30:00,0.3927
2022-01-13 21:45:00,0.3277
2022-01-13 22:00:00,0.2627
2022-01-13 22:15:00,0.2002
2022-01-13 22:30:00,0.1377
2022-01-13 22:45:00,0.0752
2022-01-13 23:00:00,0.0127
2022-01-13 23:15:00,-0.0298
2022-01-13 23:30:00,-0.0723
2022-01-13 23:45:00,-0.1148
2022-01-14 00:00:00,-0.1573
2022-01-14 00:15:00,-0.1723
2022-01-14 00:30:00,-0.1873
2022-01-14 00:45:00,-0.2023
2022-01-14 01:00:00,-0.2173
2022-01-14 01:15:00,-0.1848
2022-01-14 01:30:00,-0.1523
2022-01-14 01:45:00,-0.1198
2022-01-14 02:00:00,-0.0873
2022-01-14 02:15:00,-0.0098
2022-01-14 02:30:00,0.0677
2022-01-14 02:45:00,0.1452
2022-01-14 03:00:00,0.2227
2022-01-14 03:15:00,0.2852
2022-01-14 03:30:00,0.3477
2022-01-14 03:45:00,0.4102
2022-01-14 04:00:00,0.4727
2022-01-14 04:15:00,0.5152
2022-01-14 04:30:00,0.5577
2022-01-14 04:45:00,0.6002
2022-01-14 05:00:00,0.6427
2022-01-14 05:15:00,0.6827
2022-01-14 05:30:00,0.7227
2022-01-14 05:45:00,0.7627
2022-01-14 06:00:00,0.8027
2022-01-14 06:15:00,0.8202
2022-01-14 06:30:00,0.8377
2022-01-14 06:45:00,0.8552
2022-01-14 07:00:00,0.8727
2022-01-14 07:15:00,0.8577
2022-01-14 07:30:00,0.8427
2022-01-14 07:45:00,0.8277
2022-01-14 08:00:00,0.8127
2022-01-14 08:15:00,0.7652
2022-01-14 08:30:00,0.7177
2022-01-14 08:45:00,0.6702
2022-01-14 09:00:00,0.6227
2022-01-14 09:15:00,0.5577
2022-01-14 09:30:00,0.4927
2022-01-14 09:45:00,0.4277
2022-01-14 10:00:00,0.3627
2022-01-14 10:15:00,0.2902
2022-01-14 10:30:00,0.2177
2022-01-14 10:45:00,0.1452
2022-01-14 11:00:00,0.0727
2022-01-14 11:15:00,0.0102
2022-01-14 11:30:00,-0.0523
2022-01-14 11:45:00,-0.1148
2022-01-14 12:00:00,-0.1773
2022-01-14 12:15:00,-0.2198
2022-01-14 12:30:00,-0.2623
2022-01-14 12:45:00,-0.3048
2022-01-14 13:00:00,-0.3473
2022-01-14 13:15:00,-0.3473
2022-01-14 13:30:00,-0.3473
2022-01-14 13:45:00,-0.3473
2022-01-14 14:00:00,-0.3473
2022-01-14 14:15:00,-0.2998
2022-01-14 14:30:00,-0.2523
2022-01-14 14:45:00,-0.2048
2022-01-14 15:00:00,-0.1573
2022-01-14 15:15:00,-0.0948
2022-01-14 15:30:00,-0.0323
2022-01-14 15:45:00,0.0302
2022-01-14 16:00:00,0.0927
2022-01-14 16:15:00,0.1427
2022-01-14 16:30:00,0.1927
2022-01-14 16:45:00,0.2427
2022-01-14 17:00:00,0.2927
2022-01-14 17:15:00,0.3352
2022-01-14 17:30:00,0.3777
2022-01-14 17:45:00,0.4202
2022-01-14 18:00:00,0.4627
2022-01-14 18:15:00,0.4927
2022-01-14 18:30:00,0.5227
2022-01-14 18:45:00,0.5527
2022-01-14 19:00:00,0.5827
2022-01-14 19:15:00,0.5827
2022-01-14 19:30:00,0.5827
2022-01-14 19:45:00,0.5827
2022-01-14 20:00:00,0.5827
2022-01-14 20:15:00,0.5427
2022-01-14 20:30:00,0.5027
2022-01-14 20:45:00,0.4627
2022-01-14 21:00:00,0.4227
2022-01-14 21:15:00,0.3577
2022-01-14 21:30:00,0.2927
2022-01-14 21:45:00,0.2277
2022-01-14 22:00:00,0.1627
2022-01-14 22:15:00,0.0902
2022-01-14 22:30:00,0.0177
2022-01-14 22:45:00,-0.0548
2022-01-14 23:00:00,-0.1273
2022-01-14 23:15:00,-0.1923
2022-01-14 23:30:00,-0.2573
2022-01-14 23:45:00,-0.3223
2022-01-15 00:00:00,-0.3873
2022-01-15 00:15:00,-0.4348
2022-01-15 00:30:00,-0.4823
2022-01-15 00:45:00,-0.5298
2022-01-15 01:00:00,-0.5773
2022-01-15 01:15:00,-0.5973
2022-01-15 01:30:00,-0.6173
2022-01-15 01:45:00,-0.6373
2022-01-15 02:00:00,-0.6573
2022-01-15 02:15:00,-0.6123
2022-01-15 02:30:00,-0.5673
2022-01-15 02:45:00,-0.5223
2022-01-15 03:00:00,-0.4773
2022-01-15 03:15:00,-0.3923
2022-01-15 03:30:00,-0.3073
2022-01-15 03:45:00,-0.2223
2022-01-15 04:00:00,-0.1373
2022-01-15 04:15:00,-0.0723
2022-01-15 04:30:00,-0.0073
2022-01-15 04:45:00,0.0577
2022-01-15 05:00:00,0.1227
2022-01-15 05:15:00,0.1652
2022-01-15 05:30:00,0.2077
2022-01-15 05:45:00,0.2502
2022-01-15 06:00:00,0.2927
2022-01-15 06:15:00,0.3302
2022-01-15 06:30:00,0.3677
2022-01-15 06:45:00,0.4052
2022-01-15 07:00:00,0.4427
2022-01-15 07:15:00,0.4627
2022-01-15 07:30:00,0.4827
2022-01-15 07:45:00,0.5027
2022-01-15 08:00:00,0.5227
2022-01-15 08:15:00,0.5052
2022-01-15 08:30:00,0.4877
2022-01-15 08:45:00,0.4702
2022-01-15 09:00:00,0.4527
2022-01-15 09:15:00,0.3977
2022-01-15 09:30:00,0.3427
2022-01-15 09:45:00,0.2877
2022-01-15 10:00:00,0.2327
2022-01-15 10:15:00,0.1577
2022-01-15 10:30:00,0.0827
2022-01-15 10:45:00,0.0077
2022-01-15 11:00:00,-0.0673
2022-01-15 11:15:00,-0.1423
2022-01-15 11:30:00,-0.2173
2022-01-15 11:45:00,-0.2923
2022-01-15 12:00:00,-0.3673
2022-01-15 12:15:00,-0.4173
2022-01-15 12:30:00,-0.4673
2022-01-15 12:45:00,-0.5173
2022-01-15 13:00:00,-0.5673
2022-01-15 13:15:00,-0.5873
2022-01-15 13:30:00,-0.6073
2022-01-15 13:45:00,-0.6273
2022-01-15 14:00:00,-0.6473
2022-01-15 14:15:00,-0.6098
2022-01-15 14:30:00,-0.5723
2022-01-15 14:45:00,-0.5348
2022-01-15 15:00:00,-0.4973
2022-01-15 15:15:00,-0.3998
2022-01-15 15:30:00,-0.3023
2022-01-15 15:45:00,-0.2048
2022-01-15 16:00:00,-0.1073
2022-01-15 16:15:00,-0.0273
2022-01-15 16:30:00,0.0527
2022-01-15 16:45:00,0.1327
2022-01-15 17:00:00,0.2127
2022-01-15 17:15:00,0.2602
2022-01-15 17:30:00,0.3077
2022-01-15 17:45:00,0.3552
2022-01-15 18:00:00,0.4027
2022-01-15 18:15:00,0.4527
2022-01-15 18:30:00,0.5027
2022-01-15 18:45:00,0.5527
2022-01-15 19:00:00,0.6027
2022-01-15 19:15:00,0.6427
2022-01-15 19:30:00,0.6827
2022-01-15 19:45:00,0.7227
2022-01-15 20:00:00,0.7627
2022-01-15 20:15:00,0.7627
2022-01-15 20:30:00,0.7627
2022-01-15 20:45:00,0.7627
2022-01-15 21:00:00,0.7627
2022-01-15 21:15:00,0.7177
2022-01-15 21:30:00,0.6727
2022-01-15 21:45:00,0.6277
2022-01-15 22:00:00,0.5827
2022-01-15 22:15:00,0.5077
2022-01-15 22:30:00,0.4327
2022-01-15 22:45:00,0.3577
2022-01-15 23:00:00,0.2827
2022-01-15 23:15:00,0.2052
2022-01-15 23:30:00,0.1277
2022-01-15 23:45:00,0.0502
2022-01-16 00:00:00,-0.0273
2022-01-16 00:15:00,-0.0973
2022-01-16 00:30:00,-0.1673
2022-01-16 00:45:00,-0.2373
2022-01-16 01:00:00,-0.3073
2022-01-16 01:15:00,-0.3523
2022-01-16 01:30:00,-0.3973
2022-01-16 01:45:00,-0.4423
2022-01-16 02:00:00,-0.4873
2022-01-16 02:15:00,-0.4848
2022-01-16 02:30:00,-0.4823
2022-01-16 02:45:00,-0.4798
2022-01-16 03:00:00,-0.4773
2022-01-16 03:15:00,-0.3998
2022-01-16 03:30:00,-0.3223
2022-01-16 03:45:00,-0.2448
2022-01-16 04:00:00,-0.1673
2022-01-16 04:15:00,-0.0748
2022-01-16 04:30:00,0.0177
2022-01-16 04:45:00,0.1102
2022-01-16 05:00:00,0.2027
2022-01-16 05:15:00,0.2627
2022-01-16 05:30:00,0.3227
2022-01-16 05:45:00,0.3827
2022-01-16 06:00:00,0.4427
2022-01-16 06:15:00,0.4852
2022-01-16 06:30:00,0.5277
2022-01-16 06:45:00,0.5702
2022-01-16 07:00:00,0.6127
2022-01-16 07:15:00,0.6502
2022-01-16 07:30:00,0.6877
2022-01-16 07:45:00,0.7252
2022-01-16 08:00:00,0.7627
2022-01-16 08:15:00,0.7702
2022-01-16 08:30:00,0.7777
2022-01-16 08:45:00,0.7852
