datetime_UTC,water_level
2022-01-02 08:00:00,0.7073
2022-01-02 08:30:00,0.6173
2022-01-02 09:00:00,0.5139
2022-01-02 09:30:00,0.3673
2022-01-02 10:00:00,0.2139
2022-01-02 10:30:00,0.0539
2022-01-02 11:00:00,-0.1661
2022-01-02 11:30:00,-0.3327
2022-01-02 12:00:00,-0.3794
2022-01-02 12:30:00,-0.2994
2022-01-02 13:00:00,-0.1594
2022-01-02 13:30:00,-0.0261
2022-01-02 14:00:00,0.0506
2022-01-02 14:30:00,0.1139
2022-01-02 15:00:00,0.2573
2022-01-02 15:30:00,0.4173
2022-01-02 16:00:00,0.5639
2022-01-02 16:30:00,0.6839
2022-01-02 17:00:00,0.8239
2022-01-02 17:30:00,0.9773
2022-01-02 18:00:00,1.0873
2022-01-02 18:30:00,1.1239
2022-01-02 19:00:00,1.0673
2022-01-02 19:30:00,0.9073
2022-01-02 20:00:00,0.7606
2022-01-02 20:30:00,0.6473
2022-01-02 21:00:00,0.5206
2022-01-02 21:30:00,0.4006
2022-01-02 22:00:00,0.2373
2022-01-02 22:30:00,0.0539
2022-01-02 23:00:00,-0.1327
2022-01-02 23:30:00,-0.2994
2022-01-03 00:00:00,-0.4461
2022-01-03 00:30:00,-0.4927
2022-01-03 01:00:00,-0.4527
2022-01-03 01:30:00,-0.3327
2022-01-03 02:00:00,-0.2194
2022-01-03 02:30:00,-0.1494
2022-01-03 03:00:00,-0.0694
2022-01-03 03:30:00,0.0673
2022-01-03 04:00:00,0.2239
2022-01-03 04:30:00,0.3806
2022-01-03 05:00:00,0.5006
2022-01-03 05:30:00,0.6373
2022-01-03 06:00:00,0.7973
2022-01-03 06:30:00,0.9306
2022-01-03 07:00:00,0.9573
2022-01-03 07:30:00,0.8806
2022-01-03 08:00:00,0.7339
2022-01-03 08:30:00,0.5906
2022-01-03 09:00:00,0.4573
2022-01-03 09:30:00,0.3473
2022-01-03 10:00:00,0.2239
2022-01-03 10:30:00,0.0506
2022-01-03 11:00:00,-0.1594
2022-01-03 11:30:00,-0.3827
2022-01-03 12:00:00,-0.5661
2022-01-03 12:30:00,-0.6961
2022-01-03 13:00:00,-0.7127
2022-01-03 13:30:00,-0.6327
2022-01-03 14:00:00,-0.4627
2022-01-03 14:30:00,-0.3261
2022-01-03 15:00:00,-0.2294
2022-01-03 15:30:00,-0.0927
2022-01-03 16:00:00,0.1039
2022-01-03 16:30:00,0.3339
2022-01-03 17:00:00,0.5306
2022-01-03 17:30:00,0.6973
2022-01-03 18:00:00,0.8706
2022-01-03 18:30:00,1.0006
2022-01-03 19:00:00,1.0806
2022-01-03 19:30:00,1.0673
2022-01-03 20:00:00,0.9906
2022-01-03 20:30:00,0.8606
2022-01-03 21:00:00,0.7339
2022-01-03 21:30:00,0.6373
2022-01-03 22:00:00,0.5306
2022-01-03 22:30:00,0.3839
2022-01-03 23:00:00,0.1939
2022-01-03 23:30:00,-0.0094
2022-01-04 00:00:00,-0.2194
2022-01-04 00:30:00,-0.4227
2022-01-04 01:00:00,-0.5461
2022-01-04 01:30:00,-0.5894
2022-01-04 02:00:00,-0.5194
2022-01-04 02:30:00,-0.3627
2022-01-04 03:00:00,-0.2361
2022-01-04 03:30:00,-0.1594
2022-01-04 04:00:00,-0.0561
2022-01-04 04:30:00,0.1406
2022-01-04 05:00:00,0.3573
2022-01-04 05:30:00,0.5606
2022-01-04 06:00:00,0.7139
2022-01-04 06:30:00,0.8673
2022-01-04 07:00:00,1.0239
2022-01-04 07:30:00,1.1039
2022-01-04 08:00:00,1.0839
2022-01-04 08:30:00,0.9939
2022-01-04 09:00:00,0.8839
2022-01-04 09:30:00,0.7839
2022-01-04 10:00:00,0.7039
2022-01-04 10:30:00,0.6206
2022-01-04 11:00:00,0.5139
2022-01-04 11:30:00,0.3473
2022-01-04 12:00:00,0.1673
2022-01-04 12:30:00,0.0006
2022-01-04 13:00:00,-0.1594
2022-01-04 13:30:00,-0.2427
2022-01-04 14:00:00,-0.2494
2022-01-04 14:30:00,-0.1027
2022-01-04 15:00:00,0.0839
2022-01-04 15:30:00,0.2273
2022-01-04 16:00:00,0.3439
2022-01-04 16:30:00,0.5106
2022-01-04 17:00:00,0.6773
2022-01-04 17:30:00,0.8573
2022-01-04 18:00:00,1.0506
2022-01-04 18:30:00,1.1673
2022-01-04 19:00:00,1.3006
2022-01-04 19:30:00,1.3673
2022-01-04 20:00:00,1.3639
2022-01-04 20:30:00,1.2339
2022-01-04 21:00:00,1.0839
2022-01-04 21:30:00,0.9373
2022-01-04 22:00:00,0.8106
2022-01-04 22:30:00,0.6839
2022-01-04 23:00:00,0.5673
2022-01-04 23:30:00,0.3673
2022-01-05 00:00:00,0.2473
2022-01-05 00:30:00,0.0706
2022-01-05 01:00:00,-0.1394
2022-01-05 01:30:00,-0.3127
2022-01-05 02:00:00,-0.4061
2022-01-05 02:30:00,-0.4627
2022-01-05 03:00:00,-0.3827
2022-01-05 03:30:00,-0.2394
2022-01-05 04:00:00,-0.1161
2022-01-05 04:30:00,-0.0361
2022-01-05 05:00:00,0.1106
2022-01-05 05:30:00,0.3239
2022-01-05 06:00:00,0.5673
2022-01-05 06:30:00,0.7673
2022-01-05 07:00:00,0.9073
2022-01-05 07:30:00,1.0573
2022-01-05 08:00:00,1.1673
2022-01-05 08:30:00,1.2339
2022-01-05 09:00:00,1.2073
2022-01-05 09:30:00,1.1539
2022-01-05 10:00:00,1.0439
2022-01-05 10:30:00,0.9506
2022-01-05 11:00:00,0.8706
2022-01-05 11:30:00,0.7906
2022-01-05 12:00:00,0.6106
2022-01-05 12:30:00,0.4573
2022-01-05 13:00:00,0.3039
2022-01-05 13:30:00,0.1306
2022-01-05 14:00:00,-0.0094
2022-01-05 14:30:00,-0.1127
2022-01-05 15:00:00,-0.0994
2022-01-05 15:30:00,0.0273
2022-01-05 16:00:00,0.2106
2022-01-05 16:30:00,0.3439
2022-01-05 17:00:00,0.4439
2022-01-05 17:30:00,0.5939
2022-01-05 18:00:00,0.8206
2022-01-05 18:30:00,1.0039
2022-01-05 19:00:00,1.1639
2022-01-05 19:30:00,1.2273
2022-01-05 20:00:00,1.2906
2022-01-05 20:30:00,1.3573
2022-01-05 21:00:00,1.3073
2022-01-05 21:30:00,1.1773
2022-01-05 22:00:00,1.0173
2022-01-05 22:30:00,0.8406
2022-01-05 23:00:00,0.6873
2022-01-05 23:30:00,0.5273
2022-01-06 00:00:00,0.3973
2022-01-06 00:30:00,0.2306
2022-01-06 01:00:00,0.0139
2022-01-06 01:30:00,-0.2294
2022-01-06 02:00:00,-0.4427
2022-01-06 02:30:00,-0.6127
2022-01-06 03:00:00,-0.7161
2022-01-06 03:30:00,-0.7227
2022-01-06 04:00:00,-0.6694
2022-01-06 04:30:00,-0.5827
2022-01-06 05:00:00,-0.5494
2022-01-06 05:30:00,-0.5161
2022-01-06 06:00:00,-0.4261
2022-01-06 06:30:00,-0.2494
2022-01-06 07:00:00,-0.0427
2022-01-06 07:30:00,0.0773
2022-01-06 08:00:00,0.1739
2022-01-06 08:30:00,0.2806
2022-01-06 09:00:00,0.4073
2022-01-06 09:30:00,0.4539
2022-01-06 10:00:00,0.4006
2022-01-06 10:30:00,0.2639
2022-01-06 11:00:00,0.1206
2022-01-06 11:30:00,-0.0027
2022-01-06 12:00:00,-0.0961
2022-01-06 12:30:00,-0.1794
2022-01-06 13:00:00,-0.3027
2022-01-06 13:30:00,-0.4694
2022-01-06 14:00:00,-0.6627
2022-01-06 14:30:00,-0.8327
2022-01-06 15:00:00,-0.9694
2022-01-06 15:30:00,-1.0094
2022-01-06 16:00:00,-0.9327
2022-01-06 16:30:00,-0.7594
2022-01-06 17:00:00,-0.5927
2022-01-06 17:30:00,-0.4727
2022-01-06 18:00:00,-0.2961
2022-01-06 18:30:00,-0.1161
2022-01-06 19:00:00,0.0206
2022-01-06 19:30:00,0.1406
2022-01-06 20:00:00,0.2273
2022-01-06 20:30:00,0.3406
2022-01-06 21:00:00,0.4606
2022-01-06 21:30:00,0.5539
2022-01-06 22:00:00,0.5806
2022-01-06 22:30:00,0.4906
2022-01-06 23:00:00,0.3706
2022-01-06 23:30:00,0.2039
2022-01-07 00:00:00,0.0306
2022-01-07 00:30:00,-0.1027
2022-01-07 01:00:00,-0.2694
2022-01-07 01:30:00,-0.4727
2022-01-07 02:00:00,-0.7561
2022-01-07 02:30:00,-0.9094
2022-01-07 03:00:00,-1.0394
2022-01-07 03:30:00,-1.1061
2022-01-07 04:00:00,-1.0494
2022-01-07 04:30:00,-0.9327
2022-01-07 05:00:00,-0.8127
2022-01-07 05:30:00,-0.7094
2022-01-07 06:00:00,-0.5994
2022-01-07 06:30:00,-0.4561
2022-01-07 07:00:00,-0.2761
2022-01-07 07:30:00,-0.0861
2022-01-07 08:00:00,0.0873
2022-01-07 08:30:00,0.2373
2022-01-07 09:00:00,0.4006
2022-01-07 09:30:00,0.5439
2022-01-07 10:00:00,0.6039
2022-01-07 10:30:00,0.5873
2022-01-07 11:00:00,0.5006
2022-01-07 11:30:00,0.4006
2022-01-07 12:00:00,0.3373
2022-01-07 12:30:00,0.2973
2022-01-07 13:00:00,0.2206
2022-01-07 13:30:00,0.1239
2022-01-07 14:00:00,0.0106
2022-01-07 14:30:00,-0.1427
2022-01-07 15:00:00,-0.2294
2022-01-07 15:30:00,-0.3361
2022-01-07 16:00:00,-0.3661
2022-01-07 16:30:00,-0.2927
2022-01-07 17:00:00,-0.1061
2022-01-07 17:30:00,0.0673
2022-01-07 18:00:00,0.2539
2022-01-07 18:30:00,0.4139
2022-01-07 19:00:00,0.5739
2022-01-07 19:30:00,0.7273
2022-01-07 20:00:00,0.8473
2022-01-07 20:30:00,0.9739
2022-01-07 21:00:00,1.0973
2022-01-07 21:30:00,1.1939
2022-01-07 22:00:00,1.2206
2022-01-07 22:30:00,1.1906
2022-01-07 23:00:00,1.0873
2022-01-07 23:30:00,0.9439
2022-01-08 00:00:00,0.8273
2022-01-08 00:30:00,0.7206
2022-01-08 01:00:00,0.6006
2022-01-08 01:30:00,0.4606
2022-01-08 02:00:00,0.3039
2022-01-08 02:30:00,0.1073
2022-01-08 03:00:00,-0.0694
2022-01-08 03:30:00,-0.2561
2022-01-08 04:00:00,-0.3894
2022-01-08 04:30:00,-0.4627
2022-01-08 05:00:00,-0.4627
2022-01-08 05:30:00,-0.4061
2022-01-08 06:00:00,-0.3461
2022-01-08 06:30:00,-0.3194
2022-01-08 07:00:00,-0.3061
2022-01-08 07:30:00,-0.2594
2022-01-08 08:00:00,-0.1627
2022-01-08 08:30:00,-0.0527
2022-01-08 09:00:00,0.0139
2022-01-08 09:30:00,0.0673
2022-01-08 10:00:00,0.1406
2022-01-08 10:30:00,0.2239
2022-01-08 11:00:00,0.2573
2022-01-08 11:30:00,0.2206
2022-01-08 12:00:00,0.1039
2022-01-08 12:30:00,-0.0561
2022-01-08 13:00:00,-0.1861
2022-01-08 13:30:00,-0.2794
2022-01-08 14:00:00,-0.3961
2022-01-08 14:30:00,-0.5527
2022-01-08 15:00:00,-0.6761
2022-01-08 15:30:00,-0.8227
2022-01-08 16:00:00,-0.9461
2022-01-08 16:30:00,-1.0027
2022-01-08 17:00:00,-0.9927
2022-01-08 17:30:00,-0.8761
2022-01-08 18:00:00,-0.7494
2022-01-08 18:30:00,-0.5727
2022-01-08 19:00:00,-0.4327
2022-01-08 19:30:00,-0.2661
2022-01-08 20:00:00,-0.0927
2022-01-08 20:30:00,0.0739
2022-01-08 21:00:00,0.2039
2022-01-08 21:30:00,0.3506
2022-01-08 22:00:00,0.4739
2022-01-08 22:30:00,0.5673
2022-01-08 23:00:00,0.6306
2022-01-08 23:30:00,0.6473
2022-01-09 00:00:00,0.6339
2022-01-09 00:30:00,0.5806
2022-01-09 01:00:00,0.5173
2022-01-09 01:30:00,0.4506
2022-01-09 02:00:00,0.3573
2022-01-09 02:30:00,0.2473
2022-01-09 03:00:00,0.0906
2022-01-09 03:30:00,-0.0394
2022-01-09 04:00:00,-0.1461
2022-01-09 04:30:00,-0.2161
2022-01-09 05:00:00,-0.2761
2022-01-09 05:30:00,-0.2727
2022-01-09 06:00:00,-0.2194
2022-01-09 06:30:00,-0.1294
2022-01-09 07:00:00,-0.0461
2022-01-09 07:30:00,-0.0027
2022-01-09 08:00:00,0.0373
2022-01-09 08:30:00,0.0973
2022-01-09 09:00:00,0.1973
2022-01-09 09:30:00,0.2973
2022-01-09 10:00:00,0.3806
2022-01-09 10:30:00,0.4506
2022-01-09 11:00:00,0.5306
2022-01-09 11:30:00,0.5606
2022-01-09 12:00:00,0.5306
2022-01-09 12:30:00,0.4339
2022-01-09 13:00:00,0.3073
2022-01-09 13:30:00,0.2073
2022-01-09 14:00:00,0.1173
2022-01-09 14:30:00,0.0339
2022-01-09 15:00:00,-0.0461
2022-01-09 15:30:00,-0.1394
2022-01-09 16:00:00,-0.2527
2022-01-09 16:30:00,-0.3461
2022-01-09 17:00:00,-0.3994
2022-01-09 17:30:00,-0.3994
2022-01-09 18:00:00,-0.3494
2022-01-09 18:30:00,-0.2327
2022-01-09 19:00:00,-0.1027
2022-01-09 19:30:00,0.0073
2022-01-09 20:00:00,0.1439
2022-01-09 20:30:00,0.3039
2022-01-09 21:00:00,0.4373
2022-01-09 21:30:00,0.5406
2022-01-09 22:00:00,0.6173
2022-01-09 22:30:00,0.6773
2022-01-09 23:00:00,0.7206
2022-01-09 23:30:00,0.7639
2022-01-10 00:00:00,0.7473
2022-01-10 00:30:00,0.6939
2022-01-10 01:00:00,0.5739
2022-01-10 01:30:00,0.4473
2022-01-10 02:00:00,0.3239
2022-01-10 02:30:00,0.2206
2022-01-10 03:00:00,0.1239
2022-01-10 03:30:00,0.0039
2022-01-10 04:00:00,-0.1427
2022-01-10 04:30:00,-0.2827
2022-01-10 05:00:00,-0.3994
2022-01-10 05:30:00,-0.5061
2022-01-10 06:00:00,-0.5661
2022-01-10 06:30:00,-0.5727
2022-01-10 07:00:00,-0.5394
2022-01-10 07:30:00,-0.4761
2022-01-10 08:00:00,-0.4361
2022-01-10 08:30:00,-0.4127
2022-01-10 09:00:00,-0.3927
2022-01-10 09:30:00,-0.3427
2022-01-10 10:00:00,-0.2994
2022-01-10 10:30:00,-0.2894
2022-01-10 11:00:00,-0.2727
2022-01-10 11:30:00,-0.2461
2022-01-10 12:00:00,-0.1927
2022-01-10 12:30:00,-0.1627
2022-01-10 13:00:00,-0.1627
2022-01-10 13:30:00,-0.2394
2022-01-10 14:00:00,-0.3394
2022-01-10 14:30:00,-0.4394
2022-01-10 15:00:00,-0.5194
2022-01-10 15:30:00,-0.6127
2022-01-10 16:00:00,-0.6661
2022-01-10 16:30:00,-0.7627
2022-01-10 17:00:00,-0.8494
2022-01-10 17:30:00,-0.9361
2022-01-10 18:00:00,-0.9994
2022-01-10 18:30:00,-1.0261
2022-01-10 19:00:00,-0.9794
2022-01-10 19:30:00,-0.8694
2022-01-10 20:00:00,-0.7527
2022-01-10 20:30:00,-0.6394
2022-01-10 21:00:00,-0.5361
2022-01-10 21:30:00,-0.4227
2022-01-10 22:00:00,-0.3161
2022-01-10 22:30:00,-0.2394
2022-01-10 23:00:00,-0.1794
2022-01-10 23:30:00,-0.1294
2022-01-11 00:00:00,-0.0694
2022-01-11 00:30:00,-0.0161
2022-01-11 01:00:00,-0.0027
2022-01-11 01:30:00,-0.0194
2022-01-11 02:00:00,-0.1027
2022-01-11 02:30:00,-0.1727
2022-01-11 03:00:00,-0.2627
2022-01-11 03:30:00,-0.3494
2022-01-11 04:00:00,-0.4127
2022-01-11 04:30:00,-0.4894
2022-01-11 05:00:00,-0.5794
2022-01-11 05:30:00,-0.6561
2022-01-11 06:00:00,-0.7127
2022-01-11 06:30:00,-0.7661
2022-01-11 07:00:00,-0.7427
2022-01-11 07:30:00,-0.6727
2022-01-11 08:00:00,-0.5694
2022-01-11 08:30:00,-0.4761
2022-01-11 09:00:00,-0.3961
2022-01-11 09:30:00,-0.3161
2022-01-11 10:00:00,-0.2227
2022-01-11 10:30:00,-0.1494
2022-01-11 11:00:00,-0.0794
2022-01-11 11:30:00,-0.0294
2022-01-11 12:00:00,0.0339
2022-01-11 12:30:00,0.1106
2022-01-11 13:00:00,0.1606
2022-01-11 13:30:00,0.1806
2022-01-11 14:00:00,0.1539
2022-01-11 14:30:00,0.0873
2022-01-11 15:00:00,0.0206
2022-01-11 15:30:00,-0.0427
2022-01-11 16:00:00,-0.1094
2022-01-11 16:30:00,-0.1694
2022-01-11 17:00:00,-0.2361
2022-01-11 17:30:00,-0.2894
2022-01-11 18:00:00,-0.3594
2022-01-11 18:30:00,-0.4094
2022-01-11 19:00:00,-0.4361
2022-01-11 19:30:00,-0.4227
2022-01-11 20:00:00,-0.3527
2022-01-11 20:30:00,-0.2494
2022-01-11 21:00:00,-0.1461
2022-01-11 21:30:00,-0.0594
2022-01-11 22:00:00,0.0339
2022-01-11 22:30:00,0.1173
2022-01-11 23:00:00,0.1873
2022-01-11 23:30:00,0.2306
2022-01-12 00:00:00,0.2773
2022-01-12 00:30:00,0.3106
2022-01-12 01:00:00,0.3473
2022-01-12 01:30:00,0.3873
2022-01-12 02:00:00,0.3873
2022-01-12 02:30:00,0.3473
2022-01-12 03:00:00,0.2773
2022-01-12 03:30:00,0.1873
2022-01-12 04:00:00,0.0773
2022-01-12 04:30:00,-0.0127
2022-01-12 05:00:00,-0.1027
2022-01-12 05:30:00,-0.1994
2022-01-12 06:00:00,-0.3094
2022-01-12 06:30:00,-0.3927
2022-01-12 07:00:00,-0.4761
2022-01-12 07:30:00,-0.5461
2022-01-12 08:00:00,-0.5861
2022-01-12 08:30:00,-0.5627
2022-01-12 09:00:00,-0.5327
2022-01-12 09:30:00,-0.4761
2022-01-12 10:00:00,-0.4261
2022-01-12 10:30:00,-0.3827
2022-01-12 11:00:00,-0.3361
2022-01-12 11:30:00,-0.2794
2022-01-12 12:00:00,-0.2127
2022-01-12 12:30:00,-0.1894
2022-01-12 13:00:00,-0.1494
2022-01-12 13:30:00,-0.0994
2022-01-12 14:00:00,-0.0461
2022-01-12 14:30:00,-0.0394
2022-01-12 15:00:00,0.0039
2022-01-12 15:30:00,-0.0094
2022-01-12 16:00:00,-0.0661
2022-01-12 16:30:00,-0.1361
2022-01-12 17:00:00,-0.1594
2022-01-12 17:30:00,-0.2194
2022-01-12 18:00:00,-0.2627
2022-01-12 18:30:00,-0.2961
2022-01-12 19:00:00,-0.3561
2022-01-12 19:30:00,-0.4061
2022-01-12 20:00:00,-0.4661
2022-01-12 20:30:00,-0.4794
2022-01-12 21:00:00,-0.4761
2022-01-12 21:30:00,-0.4061
2022-01-12 22:00:00,-0.3061
2022-01-12 22:30:00,-0.2194
2022-01-12 23:00:00,-0.1094
2022-01-12 23:30:00,-0.0027
2022-01-13 00:00:00,0.1073
2022-01-13 00:30:00,0.1706
2022-01-13 01:00:00,0.2239
2022-01-13 01:30:00,0.2706
2022-01-13 02:00:00,0.3206
2022-01-13 02:30:00,0.3573
2022-01-13 03:00:00,0.3573
2022-01-13 03:30:00,0.3206
2022-01-13 04:00:00,0.2473
2022-01-13 04:30:00,0.1339
2022-01-13 05:00:00,0.0573
2022-01-13 05:30:00,-0.0261
2022-01-13 06:00:00,-0.1061
2022-01-13 06:30:00,-0.1927
2022-01-13 07:00:00,-0.2761
2022-01-13 07:30:00,-0.3494
2022-01-13 08:00:00,-0.4194
2022-01-13 08:30:00,-0.4927
2022-01-13 09:00:00,-0.5094
2022-01-13 09:30:00,-0.5161
2022-01-13 10:00:00,-0.4561
2022-01-13 10:30:00,-0.3827
2022-01-13 11:00:00,-0.3061
2022-01-13 11:30:00,-0.2361
2022-01-13 12:00:00,-0.1694
2022-01-13 12:30:00,-0.0894
2022-01-13 13:00:00,-0.0261
2022-01-13 13:30:00,0.0406
2022-01-13 14:00:00,0.0939
2022-01-13 14:30:00,0.1539
2022-01-13 15:00:00,0.2139
2022-01-13 15:30:00,0.2439
2022-01-13 16:00:00,0.2373
2022-01-13 16:30:00,0.1973
2022-01-13 17:00:00,0.1273
2022-01-13 17:30:00,0.0739
2022-01-13 18:00:00,0.0039
2022-01-13 18:30:00,-0.0494
2022-01-13 19:00:00,-0.1094
2022-01-13 19:30:00,-0.1794
2022-01-13 20:00:00,-0.2594
2022-01-13 20:30:00,-0.3461
2022-01-13 21:00:00,-0.4127
2022-01-13 21:30:00,-0.4494
2022-01-13 22:00:00,-0.4427
2022-01-13 22:30:00,-0.3894
2022-01-13 23:00:00,-0.2927
2022-01-13 23:30:00,-0.1961
2022-01-14 00:00:00,-0.1127
2022-01-14 00:30:00,-0.0361
2022-01-14 01:00:00,0.0473
2022-01-14 01:30:00,0.1473
2022-01-14 02:00:00,0.2239
2022-01-14 02:30:00,0.2873
2022-01-14 03:00:00,0.3273
2022-01-14 03:30:00,0.3739
2022-01-14 04:00:00,0.3873
2022-01-14 04:30:00,0.3773
2022-01-14 05:00:00,0.3306
2022-01-14 05:30:00,0.2506
2022-01-14 06:00:00,0.1673
2022-01-14 06:30:00,0.0806
2022-01-14 07:00:00,0.0073
2022-01-14 07:30:00,-0.0627
2022-01-14 08:00:00,-0.1394
2022-01-14 08:30:00,-0.2361
2022-01-14 09:00:00,-0.3194
2022-01-14 09:30:00,-0.4027
2022-01-14 10:00:00,-0.4594
2022-01-14 10:30:00,-0.4761
2022-01-14 11:00:00,-0.4327
2022-01-14 11:30:00,-0.3427
2022-01-14 12:00:00,-0.2527
2022-01-14 12:30:00,-0.1827
2022-01-14 13:00:00,-0.1127
2022-01-14 13:30:00,-0.0294
2022-01-14 14:00:00,0.0473
2022-01-14 14:30:00,0.1006
2022-01-14 15:00:00,0.1406
2022-01-14 15:30:00,0.1839
2022-01-14 16:00:00,0.2206
2022-01-14 16:30:00,0.2439
2022-01-14 17:00:00,0.2339
2022-01-14 17:30:00,0.1806
2022-01-14 18:00:00,0.0939
2022-01-14 18:30:00,-0.0094
2022-01-14 19:00:00,-0.1161
2022-01-14 19:30:00,-0.2094
2022-01-14 20:00:00,-0.2827
2022-01-14 20:30:00,-0.3694
2022-01-14 21:00:00,-0.4927
2022-01-14 21:30:00,-0.5961
2022-01-14 22:00:00,-0.6927
2022-01-14 22:30:00,-0.7594
2022-01-14 23:00:00,-0.7861
2022-01-14 23:30:00,-0.7394
2022-01-15 00:00:00,-0.6461
2022-01-15 00:30:00,-0.5427
2022-01-15 01:00:00,-0.4761
2022-01-15 01:30:00,-0.3927
2022-01-15 02:00:00,-0.2861
2022-01-15 02:30:00,-0.1894
2022-01-15 03:00:00,-0.1027
2022-01-15 03:30:00,-0.0561
2022-01-15 04:00:00,-0.0094
2022-01-15 04:30:00,0.0439
2022-01-15 05:00:00,0.0773
2022-01-15 05:30:00,0.0673
2022-01-15 06:00:00,0.0306
2022-01-15 06:30:00,-0.0561
2022-01-15 07:00:00,-0.1627
2022-01-15 07:30:00,-0.2627
2022-01-15 08:00:00,-0.3494
2022-01-15 08:30:00,-0.4394
2022-01-15 09:00:00,-0.5361
2022-01-15 09:30:00,-0.6394
2022-01-15 10:00:00,-0.7394
2022-01-15 10:30:00,-0.8261
2022-01-15 11:00:00,-0.8694
2022-01-15 11:30:00,-0.8594
2022-01-15 12:00:00,-0.7694
2022-01-15 12:30:00,-0.6394
2022-01-15 13:00:00,-0.5061
2022-01-15 13:30:00,-0.4161
2022-01-15 14:00:00,-0.2827
2022-01-15 14:30:00,-0.1627
2022-01-15 15:00:00,-0.0561
2022-01-15 15:30:00,0.0306
2022-01-15 16:00:00,0.1073
2022-01-15 16:30:00,0.1839
2022-01-15 17:00:00,0.2439
2022-01-15 17:30:00,0.2706
2022-01-15 18:00:00,0.2339
2022-01-15 18:30:00,0.1673
2022-01-15 19:00:00,0.0773
2022-01-15 19:30:00,-0.0027
2022-01-15 20:00:00,-0.0794
2022-01-15 20:30:00,-0.1527
2022-01-15 21:00:00,-0.2527
2022-01-15 21:30:00,-0.3761
2022-01-15 22:00:00,-0.4894
2022-01-15 22:30:00,-0.5894
2022-01-15 23:00:00,-0.6527
2022-01-15 23:30:00,-0.6827
2022-01-16 00:00:00,-0.6377
2022-01-16 00:30:00,-0.5594
2022-01-16 01:00:00,-0.4427
2022-01-16 01:30:00,-0.3427
2022-01-16 02:00:00,-0.2461
2022-01-16 02:30:00,-0.1394
2022-01-16 03:00:00,-0.0327
2022-01-16 03:30:00,0.0839
2022-01-16 04:00:00,0.1673
2022-01-16 04:30:00,0.2373
2022-01-16 05:00:00,0.3073
2022-01-16 05:30:00,0.3639
2022-01-16 06:00:00,0.3839
2022-01-16 06:30:00,0.3506
2022-01-16 07:00:00,0.2639
2022-01-16 07:30:00,0.1539
2022-01-16 08:00:00,0.0339
2022-01-16 08:30:00,-0.0427
2022-01-16 09:00:00,-0.0927
2022-01-16 09:30:00,-0.1761
2022-01-16 10:00:00,-0.2794
2022-01-16 10:30:00,-0.3827
2022-01-16 11:00:00,-0.4794
2022-01-16 11:30:00,-0.5427
2022-01-16 12:00:00,-0.5594
2022-01-16 12:30:00,-0.4727
2022-01-16 13:00:00,-0.3327
2022-01-16 13:30:00,-0.1927
2022-01-16 14:00:00,-0.0727
2022-01-16 14:30:00,0.0473
2022-01-16 15:00:00,0.2139
2022-01-16 15:30:00,0.3773
2022-01-16 16:00:00,0.5139
2022-01-16 16:30:00,0.5773
2022-01-16 17:00:00,0.6473
